id;ISBN;naslov;dolzina;povprecna_ocena;stevilo_ocen;leto;opis;url_naslovnice
13630566;9780985592202;Forbidden Era;342;4.7;10;;The fight for power begins and ends in flux. Myraza is an innocent in a wounded era when magic is forbidden. Her power to alter time sets her as a tool for some, an object of desire for others, and a cursed beast to the confused. She is rescued from an isolated tower only to find herself wishing she had never left. Reality is difficult when one chooses not to bask in ignorance. A power struggle occured hundreds of years in the past that created a flux in time, threatening to devour life. Events unfold faster than Myraza can respond, and she is soon on the road, searching for the truth behind the flux while jumping from one dangerous event to the next, never understanding her purpose or who her true enemy is. And she trusts everyone. The answers are shrouded in darkness and saturated with blood. The world is in peril, and Myraza begins to fear that she may be both the cause and the solution.;https://images.gr-assets.com/books/1335930325l/13630566.jpg
25560329;;Forgotten Lore: Volume I;290;4.25;32;;This book is for all lovers of strange and mysterious tales from out of the mists of history. This series is a modest attempt to bring to the world some of the endless weird and wonderful stories, which have been lost and left out of the history books. This book is the ideal gift for the history buff or that lover of magical and mysterious tales on your gift list. Our team goes to great lengths to find the most bizarre and inspiring stories, from out of the forgotten archives and hidden vaults of the world. This first book, Volume I, contains the four best tales we've found, to date. They are presented to the public here for the first time.;https://images.gr-assets.com/books/1431975232l/25560329.jpg
25560247;9781512161878;Forgotten Lore: Volume II;344;4.52;21;;This book is for all lovers of strange and mysterious tales from out of the mists of history. This series is a modest attempt to bring to the world some of the endless weird and wonderful stories, which have been lost and left out of the history books. Our team goes to great lengths to find the most bizarre and inspiring stories, from out of the forgotten archives and hidden vaults of the world. This second volume of the series includes five of our best. They are presented to the public here for the first time, and are sure to delight the history buff or any lover of weird and wonderful tales.;https://images.gr-assets.com/books/1431974258l/25560247.jpg
17841;9780156032971;Foucault's Pendulum;623;3.89;51712;1988;"Foucault's Pendulum is divided into ten segments represented by the ten Sefiroth. The novel is full of esoteric references to the Kabbalah. The title of the book refers to an actual pendulum designed by the French physicist Léon Foucault to demonstrate the rotation of the earth, which has symbolic significance within the novel. Bored with their work, and after reading too many manuscripts about occult conspiracy theories, three vanity publisher employees (Belbo, Diotallevi and Casaubon) invent their own conspiracy for fun. They call this satirical intellectual game ""The Plan,"" a hoax that connects the medieval Knights Templar with other occult groups from ancient to modern times. This produces a map indicating the geographical point from which all the powers of the earth can be controlled—a point located in Paris, France, at Foucault’s Pendulum. But in a fateful turn the joke becomes all too real. The three become increasingly obsessed with The Plan, and sometimes forget that it's just a game. Worse still, other conspiracy theorists learn about The Plan, and take it seriously. Belbo finds himself the target of a real secret society that believes he possesses the key to the lost treasure of the Knights Templar. Orchestrating these and other diverse characters into his multilayered semiotic adventure, Eco has created a superb cerebral entertainment.";https://images.gr-assets.com/books/1396645125l/17841.jpg
1675216;9781416954170;Found;320;3.98;34355;2008;"Thirteen-year-old Jonah has always known that he was adopted, and he's never thought it was any big deal. Then he and a new friend, Chip, who's also adopted, begin receiving mysterious letters. The first one says, ""You are one of the missing."" The second one says, ""Beware! They're coming back to get you."" Jonah, Chip, and Jonah's sister, Katherine, are plunged into a mystery that involves the FBI, a vast smuggling operation, an airplane that appeared out of nowhere - and people who seem to appear and disappear at will. The kids discover they are caught in a battle between two opposing forces that want very different things for Jonah and Chip's lives. Do Jonah and Chip have any choice in the matter? And what should they choose when both alternatives are horrifying? With Found , Margaret Peterson Haddix begins a new series that promises to be every bit as suspenseful as Among the Hidden , and proves her, once again, to be a master of the page-turner.";https://images.gr-assets.com/books/1437191875l/1675216.jpg
210250;9780399246388;Foundling;448;3.88;6978;;Set in the world of the Half-Continent—a land of tri-corner hats and flintlock pistols—the Monster Blood Tattoo trilogy is a world of predatory monsters, chemical potions and surgically altered people. Foundling begins the journey of Rossamund, a boy with a girl’s name, who is just about to begin a dangerous life in the service of the Emperor. What starts as a simple journey is threatened by encounters with monsters—and people, who may be worse. Learning who to trust and who to fear is neither easy nor without its perils, and Rossamund must choose his path carefully. Complete with appendices, maps, illustrations, and a glossary, Monster Blood Tattoo grabs readers from the first sentence and immerses them in an entirely original fantasy world with its own language and lore.;https://images.gr-assets.com/books/1441739264l/210250.jpg
25753258;9781620151631;Four Rubbings;372;4.14;49;;In author Jennifer L. Hotes’ YA thriller novel, Josie Jameson and the Stone Witch, readers meet a teen that’s been struggling since childhood to fill the shoes of her dead mother. Josie is a caregiver to her little brother, a confidante to her grieving dad, and the backbone of her tight-knit group of friends. But always being the strong, responsible one has taken its toll on Josie, now fourteen. After stumbling upon the grave of a witch, she’s been plagued with nightmares, dark visions, and fainting spells that leave her feeling like a freak. And then suddenly her faulty heart gives out and for 5.4 seconds Josie is technically dead. Hoping the life-saving surgery will finally transform her into a regular girl, Josie’s about to discover the witches have other plans. As she struggles to accept the foreign object now regulating her heartbeat, Josie begins to dream the life of a headstrong teen in 1820s England who, along with 11 other girls, is devoted to empowering women in their strict society. The second book in the Stone Witch series takes readers along with Josie who, with the help of her friends and clinging to the final memories of her mother, must face the challenges of her future as the past battles for her soul. Will she be strong enough to face her fate?;https://images.gr-assets.com/books/1378678098l/18394951.jpg
23877713;9781938404375;Fraction of Stone;293;4.06;105;;Wind tunnels, torrential rains and earthquakes tear apart Casden. The cause of the world’s imbalance is unknown, but the mounting occurrences suggest there’s little time before life ceases to exist. Rydan Gale and Akara Nazreth are the only humans with the ability to wield magic. The tattoo on their necks and the discovery of an ancient book, dictate they are the key to the world’s survival. But the greatest obstacle for saving mankind isn’t the bizarre creatures, extreme betrayals and magic-fearing men hunting them. It’s that Akara doesn’t believe the world is worth saving.;https://images.gr-assets.com/books/1355076175l/16160501.jpg
36593216;B077G9YYFK;Fractured (Unbreakable, #1);201;4.41;17;;I am many things. A man. A soldier. Trained to kill. Born to hunt. Focused and lethal. Nothing gets through the stoic control that hides my inner animal, an animal that simmers with rage and power. And that power makes me the perfect assassin. My first task—eliminate the vile head of a science lab responsible for creating and distributing a cruel mutation. Easy. And almost done when suddenly she invades my world. Charlotte—petite, beautiful, and sexy as hell—a cop who claims a past with me that I don’t remember. At all. Suddenly she’s everywhere, interfering, asking too many questions, endangering herself and my mission, and pushing buttons I didn’t know I had. A dangerous distraction. My beast is captivated but suspicious, torn between wanting to sink teeth into her and . . . wanting to sink teeth into her. My body craves her. But . . . I don’t remember her. I don’t trust her. And I don’t trust myself around her. Who is she? Is she lying? And do I have enough control to not be blinded by her? To protect my secrets and uncover hers? And who pays the price?;https://images.gr-assets.com/books/1510661733l/36593216.jpg
22553270;9781620153901;Fractured Dream;410;3.68;127;;Have you ever wondered where fairytales go once they’re created? It’s been eight years since Story Sparks last had a dream. Now they’re back, tormenting her as nightmares she can’t remember upon waking. The black waters of Lake Sandeen, where her Uncle Peter disappeared decades before, may hold the secret to Story’s hidden memories, or a truth she’d rather not know. On a bright summer afternoon, Story and her two best friends, Elliott and Adam, take a hike to the lake, where they dive into the cool water and never reemerge. What they find is beyond anything they’ve ever imagined could be possible, a world where dangers lurk in the form of Big Bad Wolves, living Nightmares and meddlesome witches and gods. Now Story must remember who she really is and somehow stop two worlds from ultimate annihilation, all while trying not to be too distracted by the inexplicable pull she feels toward a certain dark-eyed traveler who seems to have secrets of his own. The fates of the worlds are counting on her.;https://images.gr-assets.com/books/1396927518l/21857830.jpg
18660222;B00FJC2QVU;Fraud at Snowfields;276;4.33;18;;Bluerorcs! Six, seven, a dozen? He cannot tell because the tiny bright blue explosions of light keep blinding him. Will, running as fast as he can. Flashes of blue, flashes of yellow, brilliant flashes of blue and yellow together like fireworks—Will is as frightened as he has ever been. He keeps running... Only a short time after a strange nightmare Will again feels like he is caught in a dream—but this time the best dream he has ever had. For Mr Chevalier visits him at his parents' house to invite him to join the White Christmas Organisation—the secret organisation that handles the production and delivery of the Christmas presents and that is headed by Father Christmas himself. Will had always been a firm believer in the magic of Christmas and now he is on his way to be part of it all as he begins his job training at Snowfields. And—while traveling with the amazing cloud-based delivery system—he has no idea what other wonders he is going to see or what he is getting himself into... For just as he is having the time of his life with his new friends at his new school with amazing subjects as well as hard hands-on training, he is caught up in the biggest conspiracy Snowfields has seen in decades.;https://images.gr-assets.com/books/1380834094l/18624562.jpg
17558916;;Freak of Nature;297;4.06;198;;Sarah Hudson refuses to believe she's a witch regardless of what her aunt says. She prefers to call it psychokinesis. Sarah has been an outcast since her early teens because of her power. Labeling herself a witch would only make her life even more unbearable. But on the first day of school, a new boy named Zane Miner recognizes her power and decides that he's going to take her under his wing, whether she likes it not. Since he's gorgeous and just as powerful as she is, she's very tempted to let him. But her pull towards another loner threatens her new relationship. As Sarah starts to accept her power she begins to realize that there are many people who would use her and break her into darkness. She must protect herself from her aunt and from a dark destiny that's determined to claim her. Sarah must turn to her new friends if she's going to survive and find the freedom and happiness she's always craved. Freak of Nature is a Young Adult Paranormal book that reaches across all realms of experience and life. The unpredictable plot twists and exciting suspense and romance will have readers from all ages captivated.;https://images.gr-assets.com/books/1362517645l/17558916.jpg
3039023;9781590389133;Freshman for President;304;3.48;283;;Theres no way fifteen-year-old Milo Wright could win the election for President of the United States of America is there? But what if Milo could get the teenage vote? What happens when the media starts promoting his candidacy? What have Milo and his campaign manager and classmate Eden James got up their sleeves? Running a race against all odds will make readers laugh and cheer and think about the unbelievable possibility.;https://images.gr-assets.com/books/1348975024l/3039023.jpg
29736231;9781338052084;Frogkisser!;372;3.81;2605;;The last thing she needs is a prince. The first thing she needs is some magic. Poor Princess Anya. Forced to live with her evil stepmother’s new husband, her evil stepstepfather. Plagued with an unfortunate ability to break curses with a magic-assisted kiss. And forced to go on the run when her stepstepfather decides to make the kingdom entirely his own. Aided by a loyal talking dog, a boy thief trapped in the body of a newt, and some extraordinarily mischievous wizards, Anya sets off on a Quest that, if she plays it right, will ultimately free her land—and teach her a thing or two about the use of power, the effectiveness of a well-placed pucker, and the finding of friends in places both high and low.;https://images.gr-assets.com/books/1485339618l/29736231.jpg
18382145;9781460207017;From Frights to Flaws;216;4.14;88;;Twelve-year-old Alyssa McCarthy can no longer stand the toughness of her uncle and wants a better life. But one day she discovers not only the existence of magic, but also a villain hunting her down. The villain uses magic and magical technology to kidnap Alyssa to the Fiji Islands. As much as she wants to go home, she has to face some dangerous challenges first. Not only that, the villain himself must also be defeated. Can Alyssa succeed, even with the help of her mentors?;https://images.gr-assets.com/books/1406507289l/18382145.jpg
271199;9781591826033;Fruits Basket, Vol. 1;216;4.23;127619;;A family with an ancient curse... And the girl who will change their lives forever... Tohru Honda was an orphan with no place to go until the mysterious Sohma family offered her a place to call home. Now her ordinary high school life is turned upside down as she's introduced to the Sohma's world of magical curses and family secrets.;https://images.gr-assets.com/books/1442161482l/271199.jpg
24030018;9781311692528;Funny Fruit (Vellian Heroes #1);339;3.89;9;;After ninety years of warring, exploring, and saving the realm, brothers Yarl and Fonn, must take up the title of Master again. If they don’t, someone else will surely steal all the fame, glory, and fertile women. How will they ever train new apprentices, save the kingdom, and still find time to fit in that extra order of chicken wings? Make no mistake, the old Masters have a lot to pass on and only a short timeframe to do it. Will young Garrett flourish as an apprentice Sworvei? Can his partner Azilda master the ‘Nesting Nightingale’? And who in hell invited the ogres? Join this rag-tag group of ‘Protectors of the Realm’ to see if they can pull off the biggest upset of the Continental Games, by saving young King Renli from the clutches of the evil First General, Ascentyai Asimo.;https://images.gr-assets.com/books/1398086994l/21956795.jpg
29396;9780441012688;Furies of Calderon;504;4.12;79996;;"For a thousand years, the people of Alera have united against the aggressive and threatening races that inhabit the world, using their unique bond with the furies - elementals of earth, air, fire, water, and metal. But now, Gaius Sextus, First Lord of Alera, grows old and lacks an heir. Ambitious High Lords plot and maneuver to place their Houses in positions of power, and a war of succession looms on the horizon."" ""Far from city politics in the Calderon Valley, the boy Tavi struggles with his lack of furycrafting. At fifteen, he has no wind fury to help him fly, no fire fury to light his lamps. Yet as the Alerans' most savage enemy - the Marat - return to the Valley, he will discover that his destiny is much greater than he could ever imagine."" Caught in a storm of deadly wind furies, Tavi saves the life of a runaway slave named Amara. But she is actually a spy for Gaius Sextus, sent to the Valley to gather intelligence on traitors to the Crown, who may be in league with the barbaric Marat horde. And when the Valley erupts in chaos - when rebels war with loyalists and furies clash with furies - Amara will find Tavi's courage and resourcefulness to be a power greater than any fury - one that could turn the tides of war.";https://images.gr-assets.com/books/1329104514l/29396.jpg
1158967;9780553805482;Garden Spells;304;4.07;74967;;The women of the Waverley family -- whether they like it or not -- are heirs to an unusual legacy, one that grows in a fenced plot behind their Queen Anne home on Pendland Street in Bascom, North Carolina. There, an apple tree bearing fruit of magical properties looms over a garden filled with herbs and edible flowers that possess the power to affect in curious ways anyone who eats them. For nearly a decade, 34-year-old Claire Waverley, at peace with her family inheritance, has lived in the house alone, embracing the spirit of the grandmother who raised her, ruing her mother's unfortunate destiny and seemingly unconcerned about the fate of her rebellious sister, Sydney, who freed herself long ago from their small town's constraints. Using her grandmother's mystical culinary traditions, Claire has built a successful catering business -- and a carefully controlled, utterly predictable life -- upon the family's peculiar gift for making life-altering delicacies: lilac jelly to engender humility, for instance, or rose geranium wine to call up fond memories. Garden Spells reveals what happens when Sydney returns to Bascom with her young daughter, turning Claire's routine existence upside down. With Sydney's homecoming, the magic that the quiet caterer has measured into recipes to shape the thoughts and moods of others begins to influence Claire's own emotions in terrifying and delightful ways. As the sisters reconnect and learn to support one another, each finds romance where she least expects it, while Sydney's child, Bay, discovers both the safe home she has longed for and her own surprising gifts. With the help of their elderly cousin Evanelle, endowed with her own uncanny skills, the Waverley women redeem the past, embrace the present, and take a joyful leap into the future.;https://images.gr-assets.com/books/1347309330l/1158967.jpg
23263381;9780993023927;Garden;234;4.54;35;;"Inspired by the classic novel The Secret Garden, Jane Yates introduces us to a steampunk world of bio-domes, robots and mysteries. Garden introduces us eleven-year-old Aberdeen, who is so used to being by herself that all she has to fill her thoughts are stories of mighty dragons and grand castles. Aberdeen's world is soon thrown into disarray however; her parents murdered. Having no choice, Aberdeen is sent to live with her uncle back on Earth where her fascination into her new surroundings begin to take hold. Untrusting of new people at first, it isn’t long before Aberdeen comes across 3 other children, and taking a risk, befriends them as she tries to adjust to her new home. And yet, along with Maisy, Peter and Lenard, Aberdeen comes across a riddle - a set of clues to reveal the hiding place of a lost manuscript. A manuscript that forces more questions than answers. Oh, and there’s Frank too, Peter’s robot dog, who completes this special circle of friendship. Garden is a journey of self-discovery, of trials and friendship. With adventure boundless, Jane Yates follows up her acclaimed Paradox Child trilogy with a new tale for young fans of steampunk and science fiction.";https://images.gr-assets.com/books/1421009643l/23263381.jpg
22967575;9781493504695;George and the Dragon;250;4.12;51;;"George and the dragon is a fantastical reworking of World War II history. The story follows the adventures of a young boy, George, who is taken away from the dangers of the Nazi bombs by his Mother. While enjoying his new found freedom in the grounds of his Uncle's countryside mansion a series of events lead to George befriending a dragon and becoming the dragon's rider. He names the dragon Spitfire and, together, they are reluctantly recruited by the RAF to help fight against the Luftwaffe who have also managed to summon dragons to fight for them in the Battle of Britain. The story mixes war-time action and adventure with swords and sorcery in a way that any reader should enjoy; young or old.";https://images.gr-assets.com/books/1423830472l/22967575.jpg
25278950;9780988208919;Gift of the Phoenix;574;4.25;101;;A prince is murdered. An island sinks into the sea. A thousand-year-old ritual foretells great evil. A nation's fate rests in the hands of three strangers, thrust together by their common destiny to protect the Phoenix, and their world, from destruction. The Three must learn to unite in spite of what separates them, and unlock the magic of three stones that seem to harm as much as they help. Their journey leads through unexpected doors. Along the way they encounter a cursed people, a haunting vision, a woman on the run. It all begins and ends with the gift of the Phoenix.;https://images.gr-assets.com/books/1348890406l/16052004.jpg
38922508;B07B46RS2H;God Damn It Smith - a vigilante justice noir detective action thriller (Hit Man Smith Series Book 1);191;4.0;4;;"Can an assassin succeed in terminating himself? A man destined to die soon... is ready to kill others to stay alive. A woman whose time on earth would end in 6 days. And a detective challenged by a serial spear-killer. John is an orphan, brought up in a foster home in Detroit who turns out to be the deadliest field agent of the DIA. His wife Angela would be dead in 6 days due to terminal illness. The hit man wishes himself dead before his wife and just then a serial killer is on a spear-kill streak. Young girls are being abducted and sold, real estate mafia is creating havoc, the serial killer mystery is leaving the cops clueless, dark crimes are looming over Detroit and arrives the wrath-filled John. His incredibly powerful instincts, meteoric moves and cloaking skills shall bring peace to all… But only, if he fails his mission. ‘God Damn It! Smith!’ is a vigilante justice novel with stunning action sequences; a non-stop action-packed thriller of noir detective mystery and suspense that will keep you intrigued until the final twist. But who is this ‘Smith’ anyway?";https://images.gr-assets.com/books/1520121701l/38922508.jpg
12823329;9780316196123;God Save the Queen;342;3.85;4737;;Queen Victoria rules with an immortal fist. The undead matriarch of a Britain where the Aristocracy is made up of werewolves and vampires, where goblins live underground and mothers know better than to let their children out after dark. A world where being nobility means being infected with the Plague (side-effects include undeath), Hysteria is the popular affliction of the day, and leeches are considered a delicacy. And a world where technology lives side by side with magic. The year is 2012 and Pax Britannia still reigns. Xandra Vardan is a member of the elite Royal Guard, and it is her duty to protect the Aristocracy. But when her sister goes missing, Xandra will set out on a path that undermines everything she believed in and uncover a conspiracy that threatens to topple the empire. And she is the key-the prize in a very dangerous struggle.;https://images.gr-assets.com/books/1358634936l/12823329.jpg
442819;9780786806539;Goddess of the Night;294;3.81;10389;;Vanessa, who has always had the special power to become invisible, discovers that she and her best friend Catty, a time-traveler, are goddesses of the moon who must fight together to overcome the evil Atrox.;https://images.gr-assets.com/books/1361890065l/442819.jpg
36338617;B0762226D8;Going All In;359;4.29;34;;Three mismatched suburban couples, Steve and Katie, Marty and Erin, and Scarlett and C. Thomas, have been neighbors and friends for years. During a pummeling Connecticut Nor’Easter, the members of the bored triptych engage in a friendly game of Texas Hold’em in front of a fire and over more than a few bottles of Merlot. The impromptu get-together eventually leads to the institution of alcohol-driven, bi-weekly poker nights. One evening on a lark, someone suggests an alternate payout – instead of pocket change, the winner may choose a player (other than his or her spouse) with whom to spend the night. The proposition takes shape, but complications arise as these things will. All too quickly, friendships are strained and relationships begin to crumble. Lies are told, truths are exposed, and feelings are hurt. In the end, can anyone bear the weight of this wanton self-indulgence? They are six fully consenting adults, and after all, it’s only a game. Or is it?;https://images.gr-assets.com/books/1506941112l/36338617.jpg
2536134;9780061448768;Gone;560;3.86;161643;;In the blink of an eye, everyone disappears. Gone. Except for the young. There are teens, but not one single adult. Just as suddenly, there are no phones, no internet, no television. No way to get help. And no way to figure out what's happened. Hunger threatens. Bullies rule. A sinister creature lurks. Animals are mutating. And the teens themselves are changing, developing new talents—unimaginable, dangerous, deadly powers—that grow stronger by the day. It's a terrifying new world. Sides are being chosen, a fight is shaping up. Townies against rich kids. Bullies against the weak. Powerful against powerless. And time is running out: On your 15th birthday, you disappear just like everyone else...;https://images.gr-assets.com/books/1357796831l/2536134.jpg
12067;9780060853983;Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch;412;4.25;360823;;An alternative cover for this ISBN can be found here According to The Nice and Accurate Prophecies of Agnes Nutter , Witch (the world's only completely accurate book of prophecies, written in 1655, before she exploded), the world will end on a Saturday. Next Saturday, in fact. Just before dinner. So the armies of Good and Evil are amassing, Atlantis is rising, frogs are falling, tempers are flaring. Everything appears to be going according to Divine Plan. Except a somewhat fussy angel and a fast-living demon—both of whom have lived amongst Earth's mortals since The Beginning and have grown rather fond of the lifestyle—are not actually looking forward to the coming Rapture. And someone seems to have misplaced the Antichrist . . .;https://images.gr-assets.com/books/1392528568l/12067.jpg
32766443;9780375413964;Gork, the Teenage Dragon;380;2.92;489;;"Gork isn't like the other dragons at WarWings Military Academy. He has a gigantic heart, two-inch horns, and an occasional problem with fainting. His nickname is Weak Sauce and his Will to Power ranking is Snacklicious--the lowest in his class. But Gork is determined not to let any of this hold him back as he embarks on the most important mission of his life: tonight, on the eve of his high school graduation, he must ask a female dragon to be his queen. If she says yes, they'll go off to conquer a foreign planet together. If she says no, Gork becomes a slave. Vying with Jocks, Nerds, Mutants, and Multi-Dimensioners to find his mate, Gork encounters an unforgettable cast of friends and foes, including Dr. Terrible, the mad scientist; Fribby, a robot dragon obsessed with death; and Metheldra, a healer specializing in acupuncture with swords. But finally it is Gork's biggest perceived weakness, his huge heart, that will guide him through his epic quest and help him reach his ultimate destination: planet Earth.";https://images.gr-assets.com/books/1485224506l/32766443.jpg
35957955;B074MD5DLV;Goshen Sagas: A Tale of Intrigue and Reconnaissance;159;4.0;2;;A Tale of Intrigue and Reconnaissance follows a lone spy as he journeys from the snowy Abimelech Mountain Range to the the River City of Levyt, further still to the island of the Gawei and beyond. The objective of his travels is to gather information on any threats to the League with whatever means required. The spy's first assignment is to gather intel on the recent rumors from the Abimelech. He has recently made his way to the mountain paths on outskirts of the Abimelechs' Great War Hall and now hides in the snow covered brush as he looks for an opportunity to infiltrate the War Hall's walls.;https://images.gr-assets.com/books/1502144182l/35957955.jpg
29502231;B01D3H7S56;Got Luck;327;4.02;326;;Police-officer-turned-private-investigator Goethe “Got” Luck is known for rolling with the punches and never taking anything too seriously. When he picks up a seemingly dead-end murder case, his life begins to take a crazy turn. Shot at, chased by people he has never met, and attacked by an invisible liondog, Got quickly learns that there is more to this world than meets the eye. He discovers the Fae. The Eternals. They who dwell in the Behindbeyond. Once, they ruled over ancient realms, but over the centuries, their power dwindled. Now someone wants to restore their rule and subjugate humankind. All it will cost is thousands of human lives. The clock is ticking. Getting the world out of this one will take a couple friends, more than a few well-placed insults, and a whole lot of Luck.;https://images.gr-assets.com/books/1458238906l/29541940.jpg
23395763;9781401254728;Gotham Academy, Vol. 1: Welcome to Gotham Academy;160;3.96;6885;;Welcome to Gotham Academy, the most prestigious school in Gotham City. Only the best and brightest students may enter its halls, study in its classrooms, explore its secret passages, summon its terrifying spirits... Okay, so Gotham Academy isn't like other schools. But Olive Silverlock isn't like other students. After a mysterious incident over summer break, she's back at school with a bad case of amnesia, an even worse attitude...and an unexplained fear of bats. Olive's supposed to show new student Maps Mizoguchi the ropes. Problem: Maps is the kid sister of Kyle, Olive's ex. Then there's the ghost haunting the campus...and the secret society conducting bizarre rituals. Can Olive and Maps ace the biggest challenge of their lives? Or are they about to get schooled? Collects Gotham Academy #1-6;https://images.gr-assets.com/books/1430659110l/23395763.jpg
3236307;9780152063962;Graceling;471;4.1;320632;;Katsa has been able to kill a man with her bare hands since she was eight—she’s a Graceling, one of the rare people in her land born with an extreme skill. As niece of the king, she should be able to live a life of privilege, but Graced as she is with killing, she is forced to work as the king’s thug. She never expects to fall in love with beautiful Prince Po. She never expects to learn the truth behind her Grace—or the terrible secret that lies hidden far away . . . a secret that could destroy all seven kingdoms with words alone. With elegant, evocative prose and a cast of unforgettable characters, debut author Kristin Cashore creates a mesmerizing world, a death-defying adventure, and a heart-racing romance that will consume you, hold you captive, and leave you wanting more.;https://images.gr-assets.com/books/1331548394l/3236307.jpg
30634709;B01HIVOJI2;Granted;;4.24;99;;The existence of genies may be the best kept secret in the history of the world. After being trapped in the Sahara Desert her whole life, sixteen-year-old genie Brielle finally gets her first assignment in Tri-Cities, Washington. She eagerly heads out into the human world to grant her first wish so she can gain her magic. Unfortunately, her assigned human, Addie, gave up believing in wishes years ago and would much rather everyone just leave her alone. Complicating everything is Rock, Brielle’s childhood friend turned enemy. Brielle doesn’t need him ruining her first trip out into the human world. Too bad she can’t keep her mind--or her eyes--off him and his annoyingly cute dimples. To make matters worse, genies in the Tri-Cities area are suspiciously dying. One broken lamp could be an accident, but after three, Brielle suspects someone has uncovered the genies’ secret and is slowly killing them off one by one. With the Genie Council ignoring the threat, Brielle desperately needs to gain her magic so she can stop the murderer before she--or Rock--is the next genie to die. #Urban Fantasy;https://images.gr-assets.com/books/1466811809l/30745729.jpg
12520465;9780980657012;Graven Images;326;3.95;85;;2005 - the year of the London tube bombings. Within the gentle ranks of the Pagan movement lurks a sinister group that uses scaremongering and terrorism to restore witchcraft as Britain’s primary religion. A young Cambridge biologist, Owen, penetrates their cabal while seeking to avenge the death of his archaeologist girlfriend, whom he believes was killed to halt her research into Bronze-Age stone circles. Owen dismisses beliefs in Wicca and witchcraft as superstition, but applies his scientific reasoning to decode ancient legends, and discovers a secret that will transform modern religion. After being drawn into a terrorist plot, he finds himself sliding helplessly from respected academic to hunted criminal, out of his depth in lies and intrigue. Graven Images draws connections between the byways of historical fact, University politics, and contemporary culture. It's a provocative adventure whose nail-biting tension is lightened by moments of comedy, leaving you wondering how much of this is really fiction. More info on www.gravenimages.com.au;https://images.gr-assets.com/books/1327115368l/12520465.jpg
147843;9780886778583;Green Rider;471;4.09;27168;;"On her long journey home from school after a fight which will surely lead to her expulsion, Karigan G'ladheon ponders her future as she trudges through the immense forest called Green Cloak. But her thoughts are interrupted by the clattering of hooves as a galloping horse bursts from the woods, the rider slumped over his mount's neck, impaled by two black-shafted arrows. As the young man lies dying on the road, he tells Karigan that he is a Green Rider, one of the legendary messengers of the king, and that he bears a ""life and death"" message for King Zachary. He begs Karigan to carry his message, warning her not to read it, and when she reluctantly agrees, he makes her swear on his sword to complete his mission ""for love of country."" As he bestows upon her the golden winged-horse brooch which is the symbol of his office, he whispers on his dying breath, ""Beware the shadow man..."" Karigan's promise changes her life forever. Pursued by unknown assassins, following a path only her horse seems to know, and accompanied by the silent specter of the original messenger, she herself becomes a legendary Green Rider. Caught up in a world of deadly danger and complex magic, compelled by forces she cannot understand, Karigan is hounded by dark beings bent on seeing that the message, and its reluctant carrier, never reach their destination.";https://images.gr-assets.com/books/1386749176l/147843.jpg
262430;9780439771344;Gregor the Overlander;326;4.0;77487;2003;This irresistible first novel tells the story of a quiet boy who embarks on a dangerous quest in order to fulfill his destiny -- and find his father -- in a strange world beneath New York City. When Gregor falls through a grate in the laundry room of his apartment building, he hurtles into the dark Underland, where spiders, rats, cockroaches coexist uneasily with humans. This world is on the brink of war, and Gregor's arrival is no accident. A prophecy foretells that Gregor has a role to play in the Underland's uncertain future. Gregor wants no part of it -- until he realizes it's the only way to solve the mystery of his father's disappearance. Reluctantly, Gregor embarks on a dangerous adventure that will change both him and the Underland forever.;https://images.gr-assets.com/books/1387742259l/262430.jpg
77146;9780445085954;Greyfax Grimwald;352;3.46;349;1977;Welcome to Atlanton Earth! Drawn together by an enchanted summons, three loyal friends-Bear, Dwarf, and Otter, bid farewell to their fair home in the kingdom of Lorini and embark on a magical journey to the fabled World Beyond Time, a place where glows the ageless Circle of Light. Along the way they meet many marvelous friends, including the mighty wizard Greyfax Grimwald. But little does the trio realize the dangers that await them: the gloomy border of the Northerland....the green fires of the Palace of Darkness....evil spells and dark enchantments .... the dread city of Humans and-most fearsome of all-the evil Dark Queen.;https://images.gr-assets.com/books/1327025359l/77146.jpg
16421118;B00BSG4XG2;Grishma;307;3.88;215;;In the world of Necoh, everyone fears Grishma, a hideous murderous beast responsible for ruining or ending the lives of anyone who dare cross her. As a young boy, Ryder lived with his family, deep in the caves underneath the Kadin Forest, unaware of the horrors of the world. His simple world was turned upside down one horrible night when Grishma attacked his family, killing his father and kidnapping his mother and younger sister. From that night on, Ryder devoted his life to killing Grishma. He tracked the monster from Necoh, to our world, and back again. Unfortunately, during his quest, he accidentally transported Brooklyn, a high school junior into his tumultuous world, where she is mistakenly identified as Princess Sophie, the missing princess of Sumner. Days after Princess Sophie’s return, Grishma plots and manipulates the King into drugging and marrying off his only daughter to Prince Algid of Dratun. Desperate to save Brooklyn, who now believes she is the long lost princess, his mother, and his little sister, Ryder embarks on the deadliest part of his quest. Will he save Brooklyn? Will she ever regain her memory? What will become of his mother and sister? Through epic adventure, loss, and love, GRISHMA depicts the strength of the human spirit and the tight bonds formed by the unique creatures of Necoh.;https://images.gr-assets.com/books/1357394701l/16421118.jpg
